,forks_count,language,stargazers,topics,url,watchers_count
463,86,C++,266,"['algorithms', 'c-plus-plus', 'clustering', 'data-mining', 'machine-learning', 'neural-networks', 'oscillatory-networks', 'python3']",https://api.github.com/repos/annoviko/pyclustering,266
464,60,Python,265,"['deep-learning', 'machine-learning', 'seq2seq']",https://api.github.com/repos/wb14123/seq2seq-couplet,265
465,39,Python,262,"['dtw', 'dynamic-time-warping', 'machine-learning', 'machine-learning-algorithms', 'machinelearning', 'python', 'time-series', 'time-series-analysis', 'time-series-classification', 'time-series-clustering', 'timeseries']",https://api.github.com/repos/rtavenar/tslearn,262
466,8,,262,"['javascript', 'machine-learning']",https://api.github.com/repos/javascript-machine-learning/organization-overview,262
467,61,Python,258,"['deep-learning', 'machine-learning', 'natural-language-processing', 'recurrent-neural-networks', 'tensorflow']",https://api.github.com/repos/jimfleming/recurrent-entity-networks,258
468,33,C++,258,"['libsvm', 'machine-learning', 'ml', 'ruby', 'ruby-bindings', 'ruby-language-bindings', 'rubyml', 'svm', 'svm-classifier', 'svm-learning', 'svm-training']",https://api.github.com/repos/febeling/rb-libsvm,258
469,78,Python,257,"['beam-search', 'deep-learning', 'encoder-decoder', 'machine-learning', 'natural-language-processing', 'natural-language-understanding', 'neural-machine-translation', 'neural-network', 'nlp', 'nmt', 'seq2seq', 'sequence-to-sequence', 'tensorflow']",https://api.github.com/repos/JayParks/tf-seq2seq,257
470,31,C,257,"['ai', 'artificial-intelligence', 'c', 'computer-vision', 'cython', 'cython-wrapper', 'darknet-image-classification', 'image-classification', 'machine-learning', 'neural-network', 'neural-networks', 'object-detection', 'python', 'yolo']",https://api.github.com/repos/explosion/lightnet,257
471,50,Java,255,"['android-example', 'deep-learning', 'deep-neural-networks', 'machine-learning', 'machine-learning-algorithms', 'tensorflow', 'tensorflow-examples', 'tensorflow-lite', 'tensorflow-tutorials', 'tflite']",https://api.github.com/repos/amitshekhariitbhu/Android-TensorFlow-Lite-Example,255
472,28,Nim,254,"['autograd', 'automatic-differentiation', 'cuda', 'cudnn', 'deep-learning', 'gpgpu', 'gpu-computing', 'high-performance-computing', 'iot', 'linear-algebra', 'machine-learning', 'matrix-library', 'multidimensional-arrays', 'ndarray', 'neural-networks', 'nim', 'opencl', 'openmp', 'parallel-computing', 'tensor']",https://api.github.com/repos/mratsim/Arraymancer,254
473,50,Python,254,"['deep-learning', 'machine-learning', 'python', 'pytorch']",https://api.github.com/repos/vinhkhuc/PyTorch-Mini-Tutorials,254
474,47,PHP,253,"['citizen-scientists', 'collaboration', 'datasets', 'machine-learning', 'open-science', 'opendata', 'science']",https://api.github.com/repos/openml/OpenML,253
475,126,Jupyter Notebook,253,"['data-science', 'distributed-computing', 'machine-learning', 'python', 'visualization']",https://api.github.com/repos/profjsb/python-seminar,253
476,53,C,253,"['blueprint', 'machine-learning', 'python', 'tensorflow', 'unreal-engine']",https://api.github.com/repos/getnamo/tensorflow-ue4,253
477,54,Python,252,"['dota', 'dota2', 'gaming', 'logistic-regression', 'machine-learning', 'neural-network', 'prediction']",https://api.github.com/repos/andreiapostoae/dota2-predictor,252
478,31,TypeScript,251,"['deep-learning', 'gan', 'generative-adversarial-network', 'machine-learning', 'neural-network']",https://api.github.com/repos/reiinakano/gan-playground,251
479,64,Java,251,"['distributed', 'factorization-machines', 'gbdt', 'gbm', 'logistic-regression', 'machine-learning']",https://api.github.com/repos/yuantiku/ytk-learn,251
480,119,C,250,"['arduino', 'c', 'convolutional-networks', 'convolutional-neural-network', 'convolutional-neural-networks', 'deep-learning', 'iot', 'machine-learning', 'neural-networks', 'robotics']",https://api.github.com/repos/bashrc/libdeep,250
481,54,Python,248,"['automl', 'data-science', 'distributed-computing', 'hyperparameter-optimization', 'machine-learning']",https://api.github.com/repos/HDI-Project/ATM,248
482,76,,246,"['capsnet', 'capsule-networks', 'chainer', 'deeplearning', 'keras', 'lasagne', 'machine-learning', 'mnist', 'mxnet', 'pytorch', 'tensorflow']",https://api.github.com/repos/loretoparisi/CapsNet,246
483,66,Python,244,"['deep', 'deep-learning', 'deep-neural-networks', 'learning', 'machine-learning', 'probabilistic-graphical-models', 'tensorflow', 'vae', 'variational-autoencoder', 'variational-inference']",https://api.github.com/repos/altosaar/variational-autoencoder,244
484,106,Python,243,"['convolutional-neural-networks', 'darkflow', 'darknet', 'deep-learning', 'deep-neural-networks', 'image-processing', 'machine-learning', 'mobile-development', 'multitracker', 'object-detection', 'real-time', 'sort', 'tensorflow', 'tracker', 'yolo', 'yolo2']",https://api.github.com/repos/bendidi/Tracking-with-darkflow,243
485,45,Python,242,"['competition', 'deep-learning', 'kaggle', 'machine-learning', 'neural-networks']",https://api.github.com/repos/inejc/painters,242
486,24,C++,241,"['approximate', 'approximate-nearest-neighbor-search', 'go', 'k-nearest-neighbors', 'knn', 'machine-learning', 'ml', 'nearest-neighbor-search', 'python']",https://api.github.com/repos/kakao/n2,241
487,61,Python,240,"['database', 'dataset', 'machine-learning', 'natural-language', 'natural-language-interface', 'natural-language-processing']",https://api.github.com/repos/salesforce/WikiSQL,240
488,112,Jupyter Notebook,239,"['machine-learning', 'python', 'scikit-learn']",https://api.github.com/repos/htygithub/machine-learning-python,239
489,18,HTML,239,"['caffe', 'caffe2', 'chainer', 'data-science', 'deep-learning', 'grid-search', 'hyperparameter-optimization', 'keras', 'machine-learning', 'neural-networks', 'pytorch', 'random-search', 'tensorflow']",https://api.github.com/repos/williamFalcon/test-tube,239
490,107,Python,238,"['api', 'bigml', 'machine-learning', 'ml', 'python']",https://api.github.com/repos/bigmlcom/python,238
491,32,Python,238,"['artificial-intelligence', 'machine-learning', 'onnx', 'pytorch']",https://api.github.com/repos/pytorch/translate,238
492,69,Python,238,"['cnn', 'google-cloud', 'google-cloud-ml', 'image-recognition', 'machine-learning', 'ml', 'ocr', 'ocr-recognition', 'seq2seq', 'tensorflow']",https://api.github.com/repos/emedvedev/attention-ocr,238
493,10,Kotlin,238,"['artificial-intelligence', 'convolutional-neural-networks', 'cuda', 'framework', 'gpu', 'jvm', 'kotlin', 'machine-learning', 'neural-networks', 'nlp', 'nvidia', 'recurrent-neural-networks', 'seq2seq']",https://api.github.com/repos/sekwiatkowski/komputation,238
494,60,Python,237,"['deep-learning', 'machine-learning', 'nlp', 'paraphrase-identification', 'tensorflow']",https://api.github.com/repos/nelson-liu/paraphrase-id-tensorflow,237
495,80,Python,236,"['autonomous-car', 'machine-learning', 'neural-network', 'raspberry-pi', 'rc-car']",https://api.github.com/repos/multunus/autonomous-rc-car,236
496,60,Python,236,"['adversarial-examples', 'attack', 'deep-learning', 'deep-neural-networks', 'defense-methods', 'machine-learning', 'python']",https://api.github.com/repos/IBM/adversarial-robustness-toolbox,236
497,29,Python,236,"['ai', 'differentiable-plasticity', 'machine-learning', 'machine-learning-algorithms', 'ml']",https://api.github.com/repos/uber-common/differentiable-plasticity,236
498,25,Haskell,234,"['bayesian-statistics', 'haskell', 'machine-learning', 'maple', 'probabilistic-programming']",https://api.github.com/repos/hakaru-dev/hakaru,234
499,31,Julia,234,"['artificial-intelligence', 'hmc', 'julia', 'machine-learning', 'pmcmc', 'probabilistic-programming']",https://api.github.com/repos/TuringLang/Turing.jl,234
500,12,,230,"['awesome', 'awesome-list', 'data-science', 'lists', 'machine-learning']",https://api.github.com/repos/siboehm/awesome-learn-datascience,230
501,44,,230,"['machine-learning', 'natural-language-processing', 'python', 'text-summarization']",https://api.github.com/repos/icoxfog417/awesome-text-summarization,230
502,72,,230,"['awesome', 'convolutional-neural-networks', 'deep-learning', 'deep-learning-algorithms', 'machine-learning', 'ocr', 'scene-texts', 'text-detection', 'text-extraction', 'text-recognition']",https://api.github.com/repos/whitelok/image-text-localization-recognition,230
503,121,Java,229,"['bayes-classifier', 'bayesclassifier', 'classifier', 'java', 'java-classifier', 'machine-learning']",https://api.github.com/repos/ptnplanet/Java-Naive-Bayes-Classifier,229
504,63,Python,228,"['deep-learning', 'deeplearning', 'machine-learning', 'machinelearning', 'pytorch', 'recursive-neural-networks', 'tree-lstm', 'treelstm']",https://api.github.com/repos/dasguptar/treelstm.pytorch,228
505,42,Objective-C,227,"['agi', 'ai', 'artificial-intelligence', 'artificialintelligence', 'deep-learning', 'general-artificial-intelligence', 'intelligent-machines', 'intelligent-systems', 'machine-intelligence', 'machine-learning', 'neural-network', 'sai', 'strong-ai', 'strong-artificial-intelligence', 'strongai', 'super-artificial-intelligence', 'superai', 'ultra-ai', 'ultraai']",https://api.github.com/repos/jiaxiaogang/SMG,227
506,155,Jupyter Notebook,225,"['computer-vision', 'deep-learning', 'machine-learning', 'neural-networks']",https://api.github.com/repos/erilyth/DeepLearning-Challenges,225
507,48,Python,224,"['attention-is-all-you-need', 'attention-mechanism', 'attention-model', 'attention-seq2seq', 'deep-learning', 'gru', 'keras', 'lstm-networks', 'machine-learning', 'machine-translation', 'neural-machine-translation', 'nmt', 'sequence-to-sequence', 'tensorflow', 'theano', 'transformer', 'web-demo']",https://api.github.com/repos/lvapeab/nmt-keras,224
508,161,Java,223,"['data-munging', 'datapipeline', 'etl', 'formatter', 'hadoop-ecosystem', 'machine-learning', 'pipeline', 'schema', 'spark', 'svmlight', 'transformations', 'writables']",https://api.github.com/repos/deeplearning4j/DataVec,223
509,46,C#,223,"['ai', 'brain-simulator', 'cuda', 'machine-learning']",https://api.github.com/repos/GoodAI/BrainSimulator,223
510,85,Python,222,"['aws', 'machine-learning', 'mxnet', 'python', 'tensorflow']",https://api.github.com/repos/aws/sagemaker-python-sdk,222
511,61,,220,['machine-learning'],https://api.github.com/repos/RedstoneWill/NTU-HsuanTienLin-MachineLearning,220
512,46,Java,220,"['decision-tree', 'java', 'machine-learning', 'random-forest']",https://api.github.com/repos/sanity/quickml,220
513,16,JavaScript,219,"['ai', 'ai-planning', 'artificial-intelligence', 'javascript', 'machine-learning', 'node', 'node-js', 'nodejs', 'pddl', 'planning', 'starcraft', 'strips']",https://api.github.com/repos/primaryobjects/strips,219
514,61,C,219,"['avx', 'avx512', 'blas', 'convolutional-neural-networks', 'cp2k', 'fma', 'gemm', 'jit', 'machine-learning', 'matrix-multiplication', 'nek5k', 'nekbox', 'prefetch', 'pyfr', 'seissol', 'simd', 'sparse', 'specfem', 'tensorflow']",https://api.github.com/repos/hfp/libxsmm,219
515,96,Jupyter Notebook,217,"['analysis', 'concept-video', 'forecasting', 'lstm', 'lstm-neural-networks', 'machine-learning', 'rnn', 'stock-price-forecasting', 'supervised-learning', 'video']",https://api.github.com/repos/scorpionhiccup/StockPricePrediction,217
516,19,Python,217,"['dataset', 'deep-learning', 'machine-learning', 'protein-sequence', 'protein-structure', 'proteins']",https://api.github.com/repos/aqlaboratory/proteinnet,217
517,151,Python,217,"['distributed-es', 'es', 'evolution-strategies', 'evolution-strategy', 'evolutionary-algorithm', 'genetic-algorithm', 'machine-learning', 'microbial-ga', 'microbial-genetic-algorithm', 'neat', 'nes', 'neural-nets', 'neural-network', 'neuroevolution', 'openai', 'python', 'reinforcement-learning', 'travel-sale-problem', 'travel-sales-problem', 'tutorial']",https://api.github.com/repos/MorvanZhou/Evolutionary-Algorithm,217
518,39,Jupyter Notebook,216,"['deep-learning', 'machine-learning', 'neural-networks', 'pytorch', 'visual-question-answering', 'visualization', 'vqa']",https://api.github.com/repos/davidmascharka/tbd-nets,216
519,20,JavaScript,216,"['game', 'game-engine', 'genetic-algorithm', 'machine-learning', 'machine-learning-games', 'neural-network', 'reinforcement-learning']",https://api.github.com/repos/TomaszRewak/ML-games,216
520,60,Python,215,"['classification', 'decision-trees', 'linear-regression', 'logistic-regression', 'machine-learning', 'neural-network', 'perceptron', 'regression', 'support-vector-machines', 'svm']",https://api.github.com/repos/fukuball/fuku-ml,215
521,87,Python,215,"['deep-learning', 'document-classification', 'hierarchical-attention-networks', 'machine-learning', 'nlp', 'tensorflow']",https://api.github.com/repos/ematvey/hierarchical-attention-networks,215
522,53,Python,214,"['deep-learning', 'keras', 'keras-neural-networks', 'keras-tutorials', 'keras-visualization', 'machine-learning', 'mnist', 'multi-inputs', 'visualize-activations']",https://api.github.com/repos/philipperemy/keras-visualize-activations,214
523,23,Python,213,"['deep-learning', 'machine-learning', 'optimization', 'pytorch', 'quadratic-programming']",https://api.github.com/repos/locuslab/qpth,213
524,39,C++,213,"['c-plus-plus', 'c-plus-plus-14', 'convolutional-neural-networks', 'cpp', 'cpp14', 'deep-learning', 'header-only', 'keras', 'library', 'machine-learning', 'prediction', 'tensorflow']",https://api.github.com/repos/Dobiasd/frugally-deep,213
525,27,JavaScript,212,"['deep-learning', 'deep-learning-tutorial', 'deep-neural-networks', 'deeplearnjs', 'javascript', 'machine-learning', 'machine-learning-algorithms', 'neural-network', 'neural-network-example', 'neural-networks']",https://api.github.com/repos/javascript-machine-learning/color-accessibility-neural-network-deeplearnjs,212
526,197,Python,211,"['machine-learning', 'python']",https://api.github.com/repos/foursking1/jd,211
527,107,Jupyter Notebook,210,"['book', 'books', 'jupyter-notebook', 'machine-learning', 'probability', 'probability-theory', 'python', 'statistical-analysis', 'statistical-learning', 'statistical-tests', 'statistics', 'statistics-course']",https://api.github.com/repos/unpingco/Python-for-Probability-Statistics-and-Machine-Learning,210
528,36,,209,"['conference', 'machine-learning', 'nips-2016']",https://api.github.com/repos/hindupuravinash/nips2016,209
529,92,C++,209,"['arm', 'arm-compute-library', 'arm-gpu', 'arm-neon', 'artificial-intelligence', 'caffe', 'cnn', 'dnn', 'machine-learning']",https://api.github.com/repos/OAID/Caffe-HRT,209
530,64,Go,209,"['ai', 'caffe', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'existing-kubernetes-cluster', 'keras', 'kubernetes-cluster', 'machine-learning', 'minikube', 'ml', 'model', 'pytorch', 'storage', 'tensorflow', 'tensorflow-models', 'watson']",https://api.github.com/repos/IBM/FfDL,209
531,19,,208,"['ai', 'artificial-intelligence', 'calculus', 'deep-learning', 'linear-algebra', 'machine-learning']",https://api.github.com/repos/LearnMachineLearning/the-math-of-intelligence,208
532,82,C#,208,"['c-sharp', 'crf', 'deep-learning', 'dotnet', 'lstm', 'machine-learning', 'nlp', 'recurrent-neural-networks', 'rnn', 'rnn-model', 'sequence-labeling']",https://api.github.com/repos/zhongkaifu/RNNSharp,208
533,38,Python,208,"['convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'image-detection', 'machine-learning', 'tensorflow']",https://api.github.com/repos/ArunMichaelDsouza/tensorflow-image-detection,208
534,39,JavaScript,208,"['genetic-algorithm', 'javascript', 'machine-learning', 'neural-network', 'neuroevolution', 'p5js']",https://api.github.com/repos/shiffman/Neural-Network-p5,208
535,28,Python,207,"['deep-learning', 'machine-learning', 'optimization', 'paper', 'pytorch']",https://api.github.com/repos/locuslab/optnet,207
536,50,Python,206,"['derivative-free', 'machine-learning', 'optimization']",https://api.github.com/repos/eyounx/ZOOpt,206
537,34,Python,203,"['data-science', 'machine-learning', 'python', 'scientific-computing']",https://api.github.com/repos/dswah/pyGAM,203
538,80,Java,202,"['boosted-trees', 'gradient-boosting-machine', 'machine-learning', 'sliq', 'xgboost']",https://api.github.com/repos/wepe/tgboost,202
539,66,Python,201,"['deep-learning', 'keras', 'machine-learning', 'phonemes', 'voice']",https://api.github.com/repos/israelg99/deepvoice,201
540,74,Python,201,"['machine-learning', 'stanford-machine-learning']",https://api.github.com/repos/yoyoyohamapi/mit-ml,201
541,75,C#,201,"['convolution', 'csharp', 'machine-learning', 'neural-network']",https://api.github.com/repos/cbovar/ConvNetSharp,201
542,51,Python,200,"['ai', 'capsnet', 'capsule-network', 'hinton', 'machine-learning', 'python', 'tensorflow', 'tutorial', 'visualization']",https://api.github.com/repos/bourdakos1/CapsNet-Visualization,200
543,115,Jupyter Notebook,199,"['agile-data', 'agile-data-science', 'airflow', 'amazon-ec2', 'amazon-web-services', 'analytics', 'apache-kafka', 'apache-spark', 'data', 'data-science', 'data-syndrome', 'kafka', 'machine-learning', 'machine-learning-algorithms', 'predictive-analytics', 'python', 'python-3', 'python3', 'spark', 'vagrant']",https://api.github.com/repos/rjurney/Agile_Data_Code_2,199
544,118,Python,197,"['data-analysis', 'data-mining', 'lagou', 'machine-learning', 'nlp', 'python3', 'web-crawler']",https://api.github.com/repos/lucasxlu/LagouJob,197
545,94,Jupyter Notebook,197,"['deep-learning', 'machine-learning', 'tutorials']",https://api.github.com/repos/DeepSystems/supervisely-tutorials,197
546,45,C++,197,"['dimension-reduction', 'machine-learning']",https://api.github.com/repos/lisitsyn/tapkee,197
547,41,Python,197,"['computer-vision', 'generative-adversarial-network', 'generative-model', 'machine-learning']",https://api.github.com/repos/xunhuang1995/SGAN,197
548,140,Python,196,"['caffe', 'cascade', 'convolutional-neural-networks', 'deep-learning', 'face-detection', 'machine-learning', 'neural-networks']",https://api.github.com/repos/anson0910/CNN_face_detection,196
549,94,Python,195,"['deep-learning', 'machine-learning', 'object-detection', 'rfcn', 'tensorflow']",https://api.github.com/repos/xdever/RFCN-tensorflow,195
550,29,JavaScript,194,"['ai', 'artificial-intelligence', 'javascript', 'keywords', 'language', 'lda', 'machine-learning', 'natural-language-processing', 'nlp', 'node', 'node-js', 'nodejs', 'topic-modeling', 'topics']",https://api.github.com/repos/primaryobjects/lda,194
551,35,Python,192,"['algorithm', 'machine-learning', 'natural-language-processing', 'neural-network', 'package', 'python', 'python-library', 'text-mining', 'topic-modeling']",https://api.github.com/repos/stephenhky/PyShortTextCategorization,192
552,23,R,191,"['machine-learning', 'mkearney-r-package', 'r', 'r-package', 'rstats', 'rtweet', 'twitter', 'twitter-api', 'twitter-bots']",https://api.github.com/repos/mkearney/tweetbotornot,191
553,60,Jupyter Notebook,190,"['classification-task', 'data', 'docker', 'jupyter', 'learning', 'machine', 'machine-learning', 'notebook', 'roc', 'roc-curve', 'science', 'sklearn', 'tensorflow']",https://api.github.com/repos/dformoso/sklearn-classification,190
554,73,Jupyter Notebook,189,"['machine-learning', 'scikit-learn']",https://api.github.com/repos/krasserm/machine-learning-notebooks,189
555,82,C++,189,"['face-alignment', 'face-detector', 'machine-learning', 'vision']",https://api.github.com/repos/cheind/dest,189
556,92,Jupyter Notebook,189,"['deep-learning', 'machine-learning', 'neural-network', 'udacity-deep-learning']",https://api.github.com/repos/Kulbear/deep-learning-nano-foundation,189
557,90,Python,188,"['computer-vision', 'densenet', 'machine-learning', 'tensorflow']",https://api.github.com/repos/ikhlestov/vision_networks,188
558,21,Python,188,"['bleu', 'machine-learning', 'rouge', 'text-summarization']",https://api.github.com/repos/chakki-works/sumeval,188
559,75,Python,187,"['bitcoin', 'deep-learning', 'keras', 'machine-learning', 'rnn', 'trading']",https://api.github.com/repos/PiSimo/BitcoinForecast,187
560,27,,186,"['architecture-search', 'deep-learning', 'hyperparameter-optimization', 'machine-learning']",https://api.github.com/repos/markdtw/awesome-architecture-search,186
561,42,Jupyter Notebook,186,"['deep-learning', 'jupyter-notebook', 'machine-learning', 'neural-network', 'pytorch', 'pytorch-tutorial']",https://api.github.com/repos/bfortuner/pytorch-cheatsheet,186
562,21,C++,186,"['hyperbolic-geometry', 'machine-learning', 'representation-learning']",https://api.github.com/repos/TatsuyaShirakawa/poincare-embedding,186
563,112,Python,184,"['computer-vision', 'image-processing', 'machine-learning', 'opencv', 'python']",https://api.github.com/repos/mbeyeler/opencv-python-blueprints,184
564,67,Jupyter Notebook,183,"['bitcoin', 'cnn', 'cryptocurrency', 'deep-learning', 'final-year-project', 'gru', 'lstm', 'machine-learning', 'sklearn']",https://api.github.com/repos/khuangaf/CryptocurrencyPrediction,183
565,30,Python,183,"['debug-neural-network', 'debugging', 'deep-learning', 'deep-neural-networks', 'machine-learning', 'ml', 'neural-network', 'performance-hacks', 'python', 'tensorflow']",https://api.github.com/repos/darkonhub/darkon,183
566,57,Python,183,"['data-science', 'deep-learning', 'lstm', 'machine-learning', 'neural-networks', 'neural-turing-machines', 'one-shot-learning', 'tensorflow']",https://api.github.com/repos/hmishra2250/NTM-One-Shot-TF,183
567,30,Python,182,"['fasttext', 'gensim', 'machine-learning', 'neural-network', 'online-learning', 'scikit-learn', 'shallow-learning', 'supervised-learning', 'text-classification', 'text-mining', 'word-embeddings', 'word2vec']",https://api.github.com/repos/giacbrd/ShallowLearn,182
568,108,JavaScript,181,"['ai', 'coding', 'coding-challenge', 'competition', 'competitive-programming', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'halite', 'machine-learning', 'machine-learning-algorithms']",https://api.github.com/repos/HaliteChallenge/Halite-II,181
569,28,Jupyter Notebook,181,"['data-science', 'deep-learning', 'google-cloud-platform', 'machine-learning', 'tutorial']",https://api.github.com/repos/google-aai/sc17,181
570,88,Jupyter Notebook,180,"['deep-learning', 'machine-learning', 'python-3']",https://api.github.com/repos/HadXu/machine-learning,180
571,24,,180,"['deep-learning', 'machine-learning', 'nips']",https://api.github.com/repos/kihosuh/nips_2017,180
572,61,Python,180,"['cnn', 'keras', 'machine-learning', 'machine-learning-algorithms', 'tensorflow']",https://api.github.com/repos/meownoid/face-identification-tpe,180
573,101,Jupyter Notebook,180,"['cloud-computing', 'data-analysis', 'data-engineering', 'data-pipeline', 'data-processing', 'data-science', 'data-visualization', 'machine-learning']",https://api.github.com/repos/GoogleCloudPlatform/data-science-on-gcp,180
574,39,,179,"['awesome-list', 'deep-learning', 'machine-learning']",https://api.github.com/repos/EderSantana/awesomeMLmath,179
575,32,Python,179,"['information-theory', 'machine-learning', 'python', 'unsupervised-learning']",https://api.github.com/repos/gregversteeg/CorEx,179
576,39,Python,178,"['ensemble', 'ensemble-learning', 'ensembles', 'learners', 'machine-learning', 'python', 'stack', 'stacking']",https://api.github.com/repos/flennerhag/mlens,178
577,53,Python,178,"['algorithm', 'artificial-intelligence', 'artificial-neural-networks', 'image-prediction', 'imageai', 'machine-learning', 'offline-capable', 'prediction', 'python', 'python3']",https://api.github.com/repos/OlafenwaMoses/ImageAI,178
578,64,Python,178,"['machine-learning', 'neural-networks', 'som', 'unsupervised-learning', 'vector-quantization']",https://api.github.com/repos/JustGlowing/minisom,178
579,4,Python,178,"['coursera', 'machine-learning', 'note']",https://api.github.com/repos/furioussoul/machine-learning,178
580,37,HTML,177,"['aidl', 'artificial-intelligence', 'artificial-neural-networks', 'computer-vision', 'datasets', 'deep-learning', 'machine-learning', 'natural-language-processing', 'scientific-papers']",https://api.github.com/repos/arthchan2003/AIDL_KB,177
581,89,Python,177,"['bitcoin', 'machine-learning', 'python', 'trading']",https://api.github.com/repos/stavros0/bitcoin-price-prediction,177
582,71,,177,"['deep-learning', 'machine-learning', 'nouveau', 'nvidia-driver', 'tensorflow', 'tensorflow-gpu', 'ubuntu']",https://api.github.com/repos/williamFalcon/tensorflow-gpu-install-ubuntu-16.04,177
583,46,Python,177,"['deep-learning', 'deep-neural-networks', 'distributed', 'docker', 'machine-learning', 'mesos', 'ml', 'neural-network', 'nvidia-docker', 'tensorflow']",https://api.github.com/repos/douban/tfmesos,177
584,48,Python,175,"['automation', 'bitcoin', 'classification', 'cryptocurrency', 'deep-learning', 'keras', 'machine-learning', 'pandas', 'pipeline-framework', 'portfolio', 'predictive-analytics', 'python', 'regression', 'scikit-learn', 'sports', 'stocks', 'systems', 'trading', 'trading-platform', 'trading-strategies']",https://api.github.com/repos/ScottFreeLLC/AlphaPy,175
585,13,,174,"['deep-learning', 'machine-learning', 'machine-learning-algorithms', 'neural-networks', 'nlp', 'reinforcement-learning']",https://api.github.com/repos/Mybridge/machine-learning-articles,174
586,59,JavaScript,173,"['d3js', 'flask', 'machine-learning', 'mariadb', 'mongodb', 'puppet', 'python', 'reactjs']",https://api.github.com/repos/jeff1evesque/machine-learning,173
587,110,HTML,173,"['artificial-intelligence', 'deep-learning', 'jupyter-notebook-walkthroughs', 'machine-learning', 'neural-networks']",https://api.github.com/repos/jermwatt/mlrefined,173
588,29,Python,173,"['machine-learning', 'machine-learning-models', 'models', 'natural-language-processing', 'nlp', 'spacy', 'spacy-models', 'statistical-models']",https://api.github.com/repos/explosion/spacy-models,173
589,78,Python,173,"['deep-learning', 'machine-learning', 'neural-network', 'python', 'tensorflow']",https://api.github.com/repos/camrongodbout/TensorFlow-in-a-Nutshell,173
590,88,Python,173,"['machine-learning', 'machine-learning-algorithms', 'rbm', 'sklearn-compatible', 'tensorflow']",https://api.github.com/repos/meownoid/tensorfow-rbm,173
591,50,C,172,"['c', 'collaborative-filtering', 'machine-learning', 'recommendation-engine']",https://api.github.com/repos/GHamrouni/Recommender,172
592,69,Python,172,"['computer-vision', 'convolutional-pose-machines', 'deep-learning', 'hand-pose-estimation', 'hand-tracking', 'human-pose-estimation', 'machine-learning', 'pose-estimation', 'tensorflow']",https://api.github.com/repos/timctho/convolutional-pose-machines-tensorflow,172
593,46,JavaScript,172,"['dialogflow', 'machine-learning', 'nodejs']",https://api.github.com/repos/dialogflow/dialogflow-nodejs-client-v2,172
594,103,Jupyter Notebook,172,"['machine-learning', 'machine-learning-algorithms', 'machine-learning-from-scratch', 'python', 'siraj-raval', 'statistical-concepts']",https://api.github.com/repos/hammadshaikhha/Math-of-Machine-Learning-Course-by-Siraj,172
595,50,Jupyter Notebook,170,"['machine-learning', 'mujoco', 'policy-gradient', 'reinforcement-learning', 'tensorflow']",https://api.github.com/repos/pat-coady/trpo,170
596,56,Java,169,"['java', 'machine-learning', 'xgboost']",https://api.github.com/repos/komiya-atsushi/xgboost-predictor-java,169
597,63,Python,169,"['computer-vision', 'image-processing', 'machine-learning', 'menpo', 'python']",https://api.github.com/repos/menpo/menpo,169
598,35,JavaScript,168,"['decision-tree', 'machine-learning', 'random-forest']",https://api.github.com/repos/lagodiuk/decision-tree-js,168
599,77,Python,167,"['feature-engineering', 'feature-selection', 'machine-learning']",https://api.github.com/repos/duxuhao/Feature-Selection,167
600,62,Jupyter Notebook,167,"['deep-learning', 'machine-learning', 'neural-network', 'tensorflow', 'tutorials']",https://api.github.com/repos/dmesquita/understanding_tensorflow_nn,167
601,43,Jupyter Notebook,167,"['abuse', 'classifier', 'computational-social-science', 'dataset', 'hate-speech', 'hatespeech', 'icwsm', 'labeled-data', 'machine-learning', 'natural-language-processing', 'nlp', 'offensive', 'offensive-language', 'twitter']",https://api.github.com/repos/t-davidson/hate-speech-and-offensive-language,167
602,31,C#,166,"['deep-learning', 'keras', 'machine-learning', 'neural-networks', 'tensorflow']",https://api.github.com/repos/cesarsouza/keras-sharp,166
603,396,Java,165,"['artificial-intelligence-algorithms', 'java', 'machine-learning', 'neural-network', 'optimization-algorithms']",https://api.github.com/repos/pushkar/ABAGAIL,165
604,33,Python,165,"['data-matching', 'dedupe', 'deduplication', 'entity-resolution', 'machine-learning', 'privacy', 'python', 'python-library', 'record-linkage', 'similarity', 'string-distance']",https://api.github.com/repos/J535D165/recordlinkage,165
605,7,Python,165,"['command-line', 'computer-vision', 'image', 'iterm2', 'machine-learning', 'python', 'satellite', 'satellite-imagery']",https://api.github.com/repos/daleroberts/bv,165
606,53,C++,165,"['cpp', 'data-mining', 'javascript', 'machine-learning', 'signal-processing', 'text-mining']",https://api.github.com/repos/qminer/qminer,165
607,39,Java,165,"['affiliation-parsing', 'java', 'machine-learning', 'metadata-extraction', 'pdf', 'reference-parsing']",https://api.github.com/repos/CeON/CERMINE,165
608,68,Jupyter Notebook,164,"['agent-based-modeling', 'machine-learning', 'reinforcement-learning', 'trade']",https://api.github.com/repos/ucaiado/QLearning_Trading,164
609,37,C++,164,"['dqn', 'game-engine', 'machine', 'machine-learning', 'reinforcement-learning']",https://api.github.com/repos/nadavbh12/Retro-Learning-Environment,164
