bottom_repos/wsgi-calc, 1, 160, 21, 0, 0, 6, 0, 21, 8, 0, 4, 0, 0, 0, 12, 1, 0, 0
bottom_repos/py-skeleton, 4, 32, 0, 0, 11, 2, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0
bottom_repos/AndroidAppDynAnalyser, 3, 2320, 157, 38, 0, 0, 156, 1057, 53, 5, 555, 15, 0, 60, 192, 1, 0, 100
bottom_repos/Flask_project, 1, 31, 0, 0, 0, 3, 0, 1, 7, 0, 0, 0, 0, 8, 0, 0, 0, 0
bottom_repos/MIDNIGHT, 2, 223, 72, 0, 0, 0, 9, 42, 7, 0, 6, 2, 0, 0, 5, 0, 0, 0
bottom_repos/jolp2015, 3, 13, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/ProjectComputationalScience, 11, 1743, 167, 3, 0, 6, 4, 2, 7, 0, 5, 1, 0, 38, 5, 0, 0, 0
bottom_repos/django165project3, 17, 364, 54, 26, 4, 0, 19, 41, 8, 1, 14, 1, 0, 0, 1, 0, 0, 6
bottom_repos/web_scraper, 2, 222, 27, 13, 0, 0, 3, 11, 3, 0, 5, 1, 0, 0, 6, 1, 0, 0
bottom_repos/dropblox, 4, 972, 191, 64, 0, 4, 22, 103, 31, 5, 43, 2, 0, 0, 117, 1, 0, 0
bottom_repos/aws_cfn_cr, 15, 424, 3, 0, 55, 0, 0, 0, 3, 0, 28, 0, 0, 0, 11, 0, 0, 0
bottom_repos/python-kubernetes, 18, 6449, 255, 494, 16, 51, 829, 11, 50, 4, 157, 1, 0, 4715, 251, 0, 0, 0
bottom_repos/StudyCrypto, 12, 532, 25, 39, 27, 3, 1, 23, 36, 0, 0, 0, 0, 3, 16, 0, 0, 0
bottom_repos/CTF-simple-writeups, 14, 719, 71, 72, 0, 4, 219, 86, 47, 0, 36, 8, 0, 16, 24, 3, 0, 2
bottom_repos/aniracetam, 32, 871, 37, 227, 128, 8, 0, 15, 3, 0, 11, 1, 0, 0, 5, 0, 0, 6
bottom_repos/Lab_1, 1, 65, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 50, 6, 0, 0, 0
bottom_repos/Brainstorm, 6, 580, 8, 0, 0, 0, 15, 1, 55, 0, 22, 0, 0, 340, 32, 1, 0, 0
bottom_repos/nO, 1, 30, 6, 6, 0, 171, 0, 9, 1, 0, 5, 0, 0, 13, 2, 1, 0, 0
bottom_repos/pythonstudy2015, 33, 453, 16, 0, 55, 0, 0, 4, 8, 0, 1, 0, 21, 0, 10, 2, 0, 0
bottom_repos/exponent-calc, 1, 33, 0, 0, 0, 3, 0, 0, 2, 0, 0, 1, 0, 0, 15, 1, 0, 0
bottom_repos/superlists, 18, 535, 54, 17, 272, 0, 3, 87, 14, 1, 3, 0, 0, 0, 12, 1, 0, 0
bottom_repos/radical.sim, 16, 922, 115, 13, 0, 1, 9, 111, 14, 5, 30, 3, 0, 0, 7, 1, 0, 0
bottom_repos/Exploratory-Data-Analysis, 31, 9904, 839, 3117, 0, 0, 1525, 102, 87, 4, 207, 60, 0, 0, 1, 2, 0, 33
bottom_repos/WormCan, 3, 815, 44, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/theatre, 20, 392, 47, 8, 4, 0, 9, 50, 16, 1, 21, 0, 0, 7, 6, 0, 0, 0
bottom_repos/Lists, 2, 95, 6, 0, 0, 0, 0, 18, 7, 0, 0, 0, 0, 0, 0, 2, 0, 0
bottom_repos/translation, 17, 158, 24, 17, 8, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/Python, 2, 57, 1, 6, 0, 0, 0, 48, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0
bottom_repos/python-venture, 70, 2691, 421, 313, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/piMotion, 1, 158, 15, 3, 0, 24, 20, 11, 2, 0, 11, 0, 0, 44, 29, 0, 0, 0
bottom_repos/Fruit-Ninja, 12, 2364, 196, 6, 0, 4, 0, 51, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0
bottom_repos/ghai, 1, 54, 0, 0, 0, 7, 0, 6, 2, 0, 1, 0, 0, 0, 0, 0, 0, 12
bottom_repos/pipeline_service_docker_deployer_rest, 1, 19893, 11891, 19730, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
